id,text
984549571211735040,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/nCh9Wrwm23"
984549342928429061,"RT @katchicago: Testing finds lead in the tap water at hundreds of homes across Chicago, a city where lead pipes often carry water from the‚Ä¶"
984548113280102404,RT @AluraWorrell: When my friends give me tap water and swear it's bottled https://t.co/xo5o0onVHg
984548026256674816,@Kyanos Probably because they don't like you buying water in bottles! They are proud of their tap water... ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æåñàº¸æôÉ†º
984547816499564555,@HeatherBeattieX Might buy you a glass of tap water out the coffee club
984547781732913152,@Mangal2 @McMoop Nooooooo! Come back! (I pay cash and order tap water)
984547464727347201,Define a bankrupt Black Hitler Obama Legacy: a conspiracy to corrupt lead poisoning testing in ghetto Auschwitzes a‚Ä¶ https://t.co/NaIWJPtQLm
984546730569060355,RT @victoriakwon99: Tap water is so disgusting
984546456014073863,RT @JimmyTheBag: $200 Bets. NHL Capitals-1.5(+190) Predators-1.5(+100) Ducks(-140) MLB Rockies(+165) RedSox(-105) Twins-1.5(-105) Too much‚Ä¶
984545694437568513,Memphians drinking tap water in other cities https://t.co/4e1PmmXp0b
984545671876366336,missing everything about manc apart from the shite tap water x
984545322029539328,Brain-damaging lead found in tap water in hundreds of homes tested across Chicago https://t.co/wQqdZH0rqJ
984545271974678533,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/lzqgk2irt4"
984545020480053250,RT @ToddLighty: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago @scribeguy @kcecireyes https://t.co/sBQ1F‚Ä¶
984544721640050688,"Officials assured residents that despite the unpleasant aroma and assault on the palate, what flows from the tap is‚Ä¶ https://t.co/f8pT52qDE2"
984544470824833024,Look closely at the debris filtered out of stream water. Our scientist recommends drinking tap water or bottled wat‚Ä¶ https://t.co/SLJuIbMwCx
984544374267707392,hate wasting plastic but ive had to buy bottled water just so that my tastebuds wouldnt have to encounter the bristol tap water
984544210551558144,"RT @natashakorecki: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/H13Rkxe23S"
984544193082286081,"The USO-3 Ozone Water Purifier purifies your tap water with safe, sterilizing ozone, right at home. With a USO-3 yo‚Ä¶ https://t.co/B69A2hxsiu"
984543182779179008,RT @andreasharsono: Legislators revealed that the Jakarta admin plan to expand clean-water supply was not included in the city's mid-term p‚Ä¶
984542987156942848,$200 Bets. NHL Capitals-1.5(+190) Predators-1.5(+100) Ducks(-140) MLB Rockies(+165) RedSox(-105) Twins-1.5(-105) To‚Ä¶ https://t.co/syTONPNq3U
984542945654247425,"Sad state of affairs when I can smell the difference in tap water and bottled water.

#ConspiracyTheory‚Ä¶ https://t.co/MvATWBS7vM"
984542859813629957,RT @devinsimoneee: Black kids in Baltimore can't even drink the tap cause of high lead levels and you upset cause your brita filter water t‚Ä¶
984542720302747648,@james7phillips What about tap water
984541617125240832,"RT @oxfamgb: After 40 years without running water, every family in Hamrin village now has clean water on tap. Watch this to see how you're‚Ä¶"
984541594606022656,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/EhI37b1Iwr"
984541095362220043,"RT @jaackiiee_o: Teachers, remember this: the significance of the # of ppl who show up at the Capitol to protest PALES in comparison to the‚Ä¶"
984541039485743105,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/8fRm1wtSV9 via @nuzzel"
984540966802677760,"RT @INDIEWASHERE: SHSJSJSJ THIS EXACT ""WOMEN ARE EMPOWERED IF THEY OWN GUNS"" THING HAPPENED IN BOJACK HORSEMEN AND IT WAS SATIRE AND THE DI‚Ä¶"
984540612614434818,"Tribune analysis of the results shows lead was found in water drawn from nearly 70 percent of the 2,797 homes teste‚Ä¶ https://t.co/i5hsyO8xR7"
984539889537601536,"RT @WaywardWinifred: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/NRdU9hTvMN"
984539396794810368,Special report: Brain-damaging lead was found in tap water in nearly 70 percent of homes tested across Chicago Its‚Ä¶ https://t.co/jQCF3wF3D3
984539242352250880,RT @MichaelLopriore: When you wake up at your friends shitty apartment hungover ay eff and the only water in his house is tap. https://t.co‚Ä¶
984538933810823169,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/OfQ99cSx0G"
984538365734273024,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/HmI5NniHHs"
984537934396362752,"Have some questions about the quality of water at your tap? For those who are not water treatment professionals, we‚Ä¶ https://t.co/tmvmFwJNRH"
984537068960268288,"@Bxzerqz I drink Dasani and tap at school, taste the same. I drink arrow head at how or off brand water still taste‚Ä¶ https://t.co/lqlqCB6Ejm"
984536913775333376,There's a growing list of municipalities registered for our upcoming Tap Water Taste Test. Don't miss out on your c‚Ä¶ https://t.co/P2AJS4JIKC
